2010년, 절도 , 장물 , 사기 , 횡령 , 배임 , 손괴 , 살인 , 강도 , 방화 , 강간 , 폭행 , 상해 , 협박 , 공갈 , 약취와유인 , 체포와감금 , 폭력행위등(단체등의구성.활동) , 폭력행위등처벌에관한법률위반 , 통화 , 유가증권.인지.우표 , 문서 , 인장 , 직무유기 , 직권남용 , 수뢰 , 증뢰 , 간통 , 혼인빙자간음 , 기타음란행위 , 도박과복표 , 신앙 , 과실치사상 , 업무상과실치사상 , 실화 , 명예 , 권리행사방해 , 신용업무경매 , 주거침입 , 비밀침해 , 유기 , 낙태 , 아편 , 교통방해 , 공무방해 , 도주와범인은닉 , 위증과증거인멸 , 무고 , 공안을해하는죄 , 내란의죄 , 음용수에관한죄 , 일수와수리에관한죄 , 기타 , 가정폭력범죄의처벌등에관한특례법 , 개발제한구역의지정및관리에관한특별조치법 , 개항질서법위반 , 건설기계관리법위반 , 건설산업기본법위반 , 건축법위반 , 고용보험법위반 , 골재채취법위반 , 공업배치및공장설립에관한법률위반 , 공유수면관리법위반 , 공중위생관리법위반 , 공직선거법위반 , 관세법위반 , 교통사고처리특례법위반 , 국가기술자격법위반 , 국가보안법위반 , 국민연금법위반 , 근로기준법위반 , 낚시어선업법위반 , 내수면어업법위반 , 노동조합및노동관계조정법위반 , 농산물품질관리법위반 , 농수산물유통및가격안정에관한법률 , 농업협동조합법위반 , 농지법위반 , 담배사업법위반 , 대기환경보전법위반 , 대부업등의등록및금융이용자보호에관한법률 , 대외무역법위반 , 도로교통법위반 , 도로교통법위반(무면허운전) , 도로교통법위반(음주운전) , 도로교통법위반(음주측정거부) , 도로법위반 , 도시계획법위반 , 도시공원법위반 , 독점규제및공정거래에관한법률위반 , 디자인보호법위반 , 마약류관리에관한법률위반(대마) , 마약류관리에관한법률위반(마약) , 마약류관리에관한법률위반(향정) , 마약류불법거래방지에관한특례법위반 , 민사소송법위반 , 밀항단속법위반 , 방문판매등에관한법률위반 , 배타적경제수역의외국인어업등에관한법률 , 범죄수익은닉의규제및처벌등에관한법률 , 변호사법위반 , 병역법위반 , 보건범죄단속에관한특별조치법위반 , 부동산등기특별조치법위반 , 부동산실권리자명의등기에관한법률 , 부동산중개업법위반 , 부정경쟁방지및영업비밀보호에관한법률위반 , 부정수표단속법위반 , 사행행위등규제및처벌특례법위반 , 산림자원의조성및관리에관한법률위반 , 산업안전보건법위반 , 산업재해보상보험법위반 , 상법위반 , 상표법위반 , 석유사업법위반 , 선박안전법위반 , 선박직원법위반 , 선원법위반 , 성매매위반 , 소방기본법위반 , 소음.진동관리법위반 , 수도법위반 , 수산업법위반 , 수산자원관리법위반 , 수산자원보호령위반 , 수상레저안전법위반 , 수질환경보전법위반 , 식품위생법위반 , 신용정보의이용및보호에관한법률위반 , 실용신안법위반 , 액화석유가스의안전관리및사업법위반 , 약사법위반 , 여객자동차운수사업법위반 , 여권법위반 , 여신전문금융업법위반 , 오수.분뇨및축산폐수의처리에관한법률위반 , 옥외광고물등관리법위반 , 외국환거래법위반 , 유사수신행위의규제에관한법률위반 , 유선및도선사업법위반 , 유해화학물질관리법위반 , 윤락행위등방지법위반 , 음반.비디오물및게임물에관한법률위반 , 의료법위반 , 자동차관리법위반 , 자동차손해배상보장법위반 , 자연공원법위반 , 저작권법위반 , 전기사업법위반 , 전기통신기본법위반 , 전기통신사업법위반 , 전염병예방법위반 , 전투경찰대설치법위반 , 전파법위반 , 정보통신망이용촉진등에관한법률위반 , 정치자금법위반 , 조세범처벌법위반 , 조수보호및수렵에관한법률위반 , 주민등록법위반 , 주차장법위반 , 주택건설촉진법위반 , 증권거래법위반 , 지방세법위반 , 지하수법위반 , 직업안정법위반 , 집회및시위에관한법률위반 , 철도법위반 , 청소년보호법위반 , 청소년의성보호에관한법률위반 , 체육시설의설치.이용에관한법률위반 , 총포.도검.화약류등단속법위반 , 축산물가공처리법위반 , 출입국관리법위반 , 컴퓨터프로그램보호법위반 , 통신비밀보호법위반 , 특가법(도주차량) , 특허법위반 , 폐기물관리법위반 , 풍속영업의규제에관한법률위반 , 하천법위반 , 학교보건법위반 , 항만법위반 , 항만운송사업법위반 , 해양오염방지법위반 , 향토예비군설치법위반 , 화재보험위반 , 기타특별법 
인천광역시 계양,1379,47,927,96,7,244,10,20,11,132,749,375,12,24,1,3,9,314,27,3,80,2,1, - ,4, - ,12, - ,3,71, - ,11,6,7,81,10,93,43, - , - , - , - ,2,109, - ,1,10, - , - , - , - , - , - ,20, - , - , - ,55,7, - , - , - ,6,7,2,892, - , - ,1,282, - , - ,2,15, - , - ,1,1,2,5, - ,306,460,2179,22,511, - , - , - ,1,3,1,13, - , - , - , - , - , - ,7,70,1, - ,4, - , - ,29,64, - ,3, - , - ,13, - , - , - , - ,87, - , - , - , - , - , - , - , - ,23, - ,1, - ,13,2, - ,10, - , - ,6, - , - ,6, - , - ,19,101,117, - ,90, - ,1,1,4, - ,3,82, - ,12, - ,5,4, - , - , - , - ,8, - , - ,63,1,4,2, - ,6, - , - ,190,1,3, - , - , - , - , - , - ,66, - ,402
인천광역시 강화,154, - ,251,35,14,57,1,2,2,16,155,108,3,3, - ,4,5,54,30, - ,30, - ,2, - , - , - ,2, - , - ,20, - ,2,6,2,21,10,25,21, - ,1, - , - ,17,11, - ,1,5, - , - ,1, - , - , - , - ,1,1,1,51, - , - , - ,2,3,7, - ,210, - , - , - ,58, - , - , - ,4, - , - ,3, - ,2,1, - ,53,59,244,2,17, - , - , - , - , - ,6,16, - , - , - , - , - , - , - ,7,1,2,3,2, - ,6, - ,9,2, - ,1,2, - , - , - , - ,3, - , - , - ,1,3,1, - , - ,17, - ,1, - ,6, - , - ,2, - , - , - , - , - , - , - , - ,2,6,28, - ,8, - , - , - , - , - , - ,9, - ,2, - ,2, - , - , - , - , - ,2, - , - ,11, - , - ,1,2,2, - , - ,9, - ,2, - , - , - , - , - , - ,1, - ,89
인천광역시 웅진,20,1,31,5,1,15, - ,2, - ,4,20,29,1, - , - ,1, - ,12, - , - ,2,1, - , - , - , - ,2, - , - ,9, - , - ,16,3,1,3,6,1, - ,1, - , - ,12,2, - , - , - , - , - , - , - , - , - , - , - , - , - ,19, - , - , - , - , - , - ,1,30, - , - , - ,15,8, - , - , - , - , - ,5, - , - , - , - ,5,23,39, - , - , - , - , - , - ,7, - ,1, - , - , - , - ,29, - , - ,1, - , - , - , - , - , - , - ,2,1, - , - , - , - ,9,26, - ,1, - , - , - ,107,55,4,2, - ,2, - , - , - , - , - , - , - , - , - , - , - ,5, - , - , - , - ,3,1, - ,3, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,1, - , - ,1,1, - ,1, - , - , - , - ,2, - , - , - , - , - , - , - , - ,1, - ,44
광주광역시 동구,400,4,575,28,7,65,1,11,3,28,241,89,7,8, - , - ,1,76,22,4,27,1,1, - , - , - ,2, - ,1,10, - ,1,7, - ,19,3,40,5, - , - , - , - ,1,12,1,35,9, - , - , - , - , - , - , - , - , - , - ,2, - , - , - , - ,2, - , - ,212,1,1, - ,45, - , - , - ,18, - , - , - , - , - ,1, - ,66,44,314,2,4, - , - , - , - , - , - ,1, - , - , - ,14, - , - ,1,6, - , - , - , - , - ,16,6, - ,6, - ,1,3, - , - , - , - ,5, - , - , - , - , - , - , - , - ,15, - , - , - ,5, - , - ,2, - ,3, - ,9, - ,1, - , - ,5,31,73, - ,27, - , - , - , - , - ,4,14, - ,1, - ,1, - , - , - , - , - , - ,2, - ,9,3, - , - , - , - , - , - ,11, - , - , - , - , - , - , - , - ,3, - ,57
광주광역시 서구,846,2,376,64,4,132,3,21,2,53,517,86,9,24, - , - ,1,125,11,1,32,1, - , - ,4,2,5, - , - ,18, - ,4,3,26,30,4,32,19, - , - , - , - ,1,25,1,1,7, - , - , - , - , - ,5, - , - , - ,1,1, - , - , - , - ,1,6, - ,735, - , - , - ,108, - , - ,2,18, - ,4, - , - ,1,1, - ,354,114,575,4,1, - , - , - , - , - , - ,2, - , - , - , - , - , - ,1,6, - , - , - , - ,1,25,76, - ,11, - ,2,7, - , - , - , - ,8, - , - , - , - , - , - , - , - ,61, - , - , - ,9, - , - ,9, - , - , - , - , - ,1, - , - ,5,93,128, - ,43, - , - ,1, - , - ,3,33, - ,2, - ,7, - , - , - , - , - ,6, - , - ,14,2,3,1, - ,3, - , - ,93, - ,2,2, - , - , - , - , - ,12, - ,139
광주광역시 남구,490,4,246,29,4,36,2,8,3,17,137,69,1,4, - , - ,1,40,7, - ,14,1, - , - ,1, - ,2, - , - ,48, - , - ,4,10,21,3,7,10, - ,1, - , - , - ,13, - ,1,1, - , - , - , - , - , - , - , - , - , - ,2, - , - , - , - , - ,1, - ,247, - , - , - ,48, - , - , - ,9, - ,3, - , - , - , - , - ,115,198,394,2,14, - , - , - , - ,1, - , - , - , - , - ,1, - , - , - ,4,2, - , - , - , - ,3,35, - ,4, - , - ,5, - , - , - , - ,4, - , - , - , - , - , - , - , - ,10, - , - , - , - , - , - ,1, - ,3, - ,2, - ,1, - , - ,2,53,60, - ,25, - , - , - , - , - , - ,41,1,2, - ,3, - , - , - , - , - , - ,2, - ,8, - ,2, - , - , - , - , - ,40, - , - , - , - , - , - , - , - ,4, - ,61
광주광역시 북구,1205,15,635,65,4,174,3,28,14,51,408,250,9,24, - ,2,3,168,13,2,44,3,2,1,6,3,7, - ,3,44, - ,7,7, - ,48,8,51,23, - , - , - , - ,2,29, - ,3,15, - , - , - , - , - , - , - , - , - ,3,1, - , - , - , - , - ,1, - ,834, - , - ,1,115, - , - ,4,26, - , - , - , - , - ,1, - ,344,100,686,9,63, - , - , - , - , - , - , - , - , - , - ,2, - , - , - ,8,1,1, - , - ,2,8,91,1,9, - , - ,19, - , - , - , - ,11, - ,1, - , - , - , - , - , - ,49, - , - , - ,5,1, - ,12, - ,5,2,1, - ,2, - , - ,3,142,118, - ,52, - , - , - , - , - ,1,88, - ,8, - ,9,1, - , - , - , - ,4,2, - ,18,5, - , - , - ,5, - ,1,140, - ,1, - , - , - , - , - , - ,30, - ,180
광주광역시 광산,704,3,461,54,4,75,4,5, - ,33,380,88,7,17, - ,4,2,74,9,2,39, - ,1,1, - ,1,11, - ,2,32,2,1,7,16,25,7,26,6, - , - , - , - ,2,15, - ,5,4, - , - , - , - , - , - , - , - ,1,1,2,2, - , - , - , - ,1, - ,604,1, - , - ,117, - , - , - ,32, - , - ,1,1,2, - , - ,242,81,603,5,158, - , - , - ,3, - , - ,1, - , - , - ,1, - , - ,1,11, - , - ,1,1, - ,24,53,1,23, - , - ,5, - , - , - , - ,10, - , - , - , - , - , - , - , - ,46, - ,2,1,1, - , - ,2, - ,4,2, - , - ,1, - , - , - ,100,187, - ,44, - , - , - , - ,1,3,49, - ,5, - ,7, - , - , - , - , - ,2,1, - ,23,6,4,3, - ,3, - , - ,40, - ,1, - , - ,1, - , - , - ,16, - ,126
대전광역시 중구,844,1,319,34,9,119,3,23,1,34,112,106,3,34, - , - ,2,132,8,1,31, - , - , - ,2, - ,7, - , - ,39,1,1,6,1,24,2,16,10, - , - , - , - ,1,29,1, - ,6, - , - , - , - , - ,1,1, - , - ,2,3, - , - , - , - ,4,7,1,376, - , - ,2,153, - , - ,1,19, - , - , - , - , - ,5,1,23,70,519,2,64, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,9,1, - , - , - , - ,9,9, - ,8, - ,1,9, - , - , - , - ,67, - , - , - , - , - , - , - , - ,48, - ,1, - ,2, - , - ,9, - , - ,1, - , - ,1, - ,2,3,132,430, - ,23, - , - , - , - , - ,6,25, - ,2, - ,1, - , - , - , - , - , - ,4, - ,12,1, - ,2, - ,3, - , - ,10, - ,3, - , - , - , - , - , - ,5, - ,89
대전광역시 동구,659,6,296,32,4,79,6,11,2,29,90,144,3,11, - ,1, - ,96,9,2,31,1,1, - , - , - ,7, - , - ,9,1,6,2, - ,18,1,11,8, - , - , - , - , - ,20, - , - ,3, - , - , - , - , - , - ,2, - ,1, - ,10, - , - , - , - ,2,2,1,426, - ,1,4,134, - , - ,5,26, - , - , - , - ,5, - ,1,48,52,697,1,77, - , - , - , - ,1, - ,9, - , - , - , - , - , - , - ,9, - , - ,1, - ,1,17,8,1,7, - , - , - , - , - , - , - ,93, - , - , - , - , - , - , - , - ,16, - , - , - ,5, - , - ,2, - , - , - , - , - , - , - ,1,1,132,822, - ,23, - , - , - , - , - ,6,24, - ,12, - , - ,1, - , - , - , - , - , - , - ,15,1, - ,1,1, - ,1, - ,36, - ,6, - , - , - , - , - , - ,5, - ,140
대전광역시 서구,924,12,553,72,38,101,4,12,4,37,145,211,7,13,1,5,4,122,55, - ,52,8,1,1,2,1,5,1,1,183, - ,4,5,24,37,5,23,11, - , - , - , - ,4,32,1,58,9, - , - , - , - , - , - ,1, - , - ,2,15, - , - , - , - ,5,4,1,572, - ,1, - ,246, - , - ,4,26, - , - , - ,1,7,6, - ,82,53,675,3,87, - , - , - ,2,2, - ,8, - , - , - ,2, - , - ,2,12,2, - , - , - ,1,12,28, - ,19, - , - ,2, - , - , - , - ,58, - , - , - , - , - , - , - , - ,44, - , - , - ,19,6, - ,10, - ,1,1,1, - ,1, - ,4,7,203,338, - ,63, - ,1, - , - , - ,9,228, - ,13, - ,6, - , - , - , - , - ,2, - , - ,19,2,2, - , - , - , - ,1,51, - ,2, - , - , - , - , - , - ,9, - ,228
대전광역시 유성,351, - ,291,41,6,32, - ,6, - ,14,73,116,7,4, - ,1, - ,48,6,1,17, - ,1,2,1,1,3, - , - ,18, - ,4,4,7,14,2,6,3, - , - , - , - , - ,9,1,5,1, - , - , - , - , - , - ,9, - , - , - ,13, - , - , - , - ,11,2, - ,226, - , - , - ,226, - , - ,2,10, - , - , - , - ,5, - , - ,37,20,234,2,120, - , - ,1,1, - ,2,2, - , - , - , - , - , - , - ,1,1, - ,1, - ,2,1,22,1,19, - , - ,5, - , - , - , - ,47, - , - , - , - , - , - , - , - ,17, - , - , - ,1,2,1,3, - , - ,1, - , - ,1, - , - ,1,119,254, - ,23, - , - , - , - , - ,4,15, - ,6, - , - , - , - , - , - , - , - , - ,1,8,1, - , - , - , - ,1, - ,27, - ,2, - , - , - , - , - , - ,2, - ,94
대전광역시 대덕,223,2,197,32,6,53,5,11, - ,14,111,84,5,120, - , - ,2,71,6, - ,14,2, - ,2, - ,1,1, - ,1,14, - ,2,1,4,11,2,9,3, - , - , - , - ,3,22,1, - ,3, - , - , - , - , - , - , - , - ,3,2,1, - , - , - , - ,7,3, - ,308, - , - , - ,155, - , - ,2,16, - , - , - , - ,7, - , - ,37,108,815,4,82, - , - , - , - , - , - ,2, - , - , - , - , - ,1, - ,5, - , - , - , - , - ,5,2, - ,14, - , - ,6, - , - , - , - ,16, - , - , - , - , - , - , - , - ,21, - ,2, - ,2, - , - ,3, - , - ,1, - , - ,1, - , - ,1,200,132, - ,26, - ,1, - , - , - ,3,39, - ,9, - ,3, - , - , - , - , - , - ,1, - ,7, - ,1,1, - ,1, - , - ,27, - ,1, - , - , - , - , - , - ,2,6,89
울산광역시 중구,1895,7,549,59,12,266,4,21,6,67,570,298,11,42, - ,5,6,187,7,3,44,2,1,6,4, - ,5, - ,4,48, - ,5,6,7,51,6,58,24, - , - , - , - ,1,77, - , - ,7, - , - , - , - , - , - ,5, - , - ,2,6, - , - , - , - , - ,25, - ,875, - , - , - ,125, - , - ,1,11, - , - , - , - , - ,6, - ,435,240,1387,15,3, - , - , - , - , - , - ,4, - , - , - , - , - , - ,1,19,4, - ,1, - , - ,3,2, - ,6, - ,1,7, - , - , - , - ,5, - , - , - , - , - ,1, - , - ,19, - ,1, - ,8,1, - ,1, - ,1,1, - , - ,4, - , - ,2,28,66, - ,42, - , - , - , - , - , - ,38, - ,11, - ,4, - , - , - , - , - ,4, - , - ,38,4, - , - , - ,1, - , - ,47, - ,2, - , - , - , - , - , - ,36, - ,274
울산광역시 동구,1137,9,355,28,9,157,4,14,7,64,285,272,2,15, - ,2,5,161,3, - ,16,2, - , - , - ,1,3, - , - ,36,1,3,9,7,28,2,15,17, - , - , - , - ,2,61, - , - ,4, - , - , - , - , - , - , - ,4,3, - ,3,1, - , - , - , - ,5, - ,626, - ,1, - ,57,3, - ,1,6, - , - , - ,1,1,2, - ,174,123,706,6, - , - , - , - , - , - ,1,2, - , - , - , - , - , - ,1,13, - ,1,1, - , - ,24,1, - ,5, - , - ,4, - ,1,100,1,11, - , - , - ,4,4,2,6, - ,22,2, - , - ,3, - , - ,2, - , - ,31, - ,1,2, - , - ,2,44,68, - ,44, - , - , - , - , - ,3,28, - ,1, - ,5, - , - , - , - , - , - ,2, - ,28,1, - , - , - ,1, - , - ,37, - , - , - , - , - , - , - , - ,11, - ,222
울산광역시 남구,2593,6,1583,163,29,651,8,34,10,165,1028,782,27,54,2,3,17,380,21,3,110,5,1,4,13,3,17, - ,12,86,1,6,19,10,97,16,145,46, - ,1,3, - ,2,240, - ,76,25,1, - , - , - , - ,1,3,585,8, - ,12,3, - , - , - , - ,22,2,1448, - , - , - ,333,1,1,7,18, - , - , - ,1,5,32, - ,282,441,3402,15,26, - , - , - , - ,2,3,19, - , - , - , - , - , - ,9,27,2,2,10,1,3,32,73, - ,19, - ,1,9, - ,1,7,3,55, - , - ,1,453,1, - , - , - ,44,3,2, - ,18, - , - ,28, - ,15, - ,9, - ,1, - , - ,11,139,133, - ,183,1,1,1,2, - ,2,65, - ,11, - ,7,1, - , - , - , - ,7,1, - ,67,1,1,9,1,6, - ,1,202,3,2,3,1, - ,1,1, - ,53, - ,539
울산광역시 북구,974,5,316,49,7,108,3,9,3,49,203,147,6,14, - ,6,2,79,5,1,21, - , - ,2,3, - ,3, - ,3,29, - , - ,9,3,20,8,28,14, - , - , - , - ,3,30, - , - ,3, - , - , - , - , - , - ,2, - ,5,2,7,1, - , - , - ,3,11,1,686, - , - , - ,126, - , - ,3,1, - , - , - , - ,2,97, - ,266,267,1378,11,16, - , - , - , - , - ,1,1, - , - , - , - , - , - , - ,9,1, - ,1, - , - ,2,2, - ,17, - , - , - , - ,1,3, - ,53, - , - , - ,1,3,2, - , - ,13, - , - , - ,1,2, - ,1, - ,2,1, - , - , - , - , - , - ,55,79, - ,42, - , - , - ,1, - , - ,23, - ,6, - ,5, - , - , - , - , - , - ,2, - ,12, - ,3,1, - ,6, - , - ,30, - , - ,1,2, - , - , - , - ,3, - ,252
울산광역시 울주,994,6,551,79,34,223,4,10,5,55,531,274,15,35,2,2, - ,157,1,3,33,3, - , - ,4, - ,11, - ,1,48,1,4,30,11,44,8,44,21,1, - , - , - ,7,60,4,1,10, - , - ,1, - , - ,1,7,449,11, - ,47, - , - , - ,3,2,27,1,700, - , - , - ,224,8,2,5,9, - ,2,2, - ,24,1,1,250,410,1006,7,963, - , - , - , - ,2,4,1, - , - , - , - , - , - ,2,21,1,6,7, - , - ,5, - ,6,29,1,1,3, - ,2,16, - ,2, - , - ,25,459,3,1,6, - ,54, - ,2,2,4,2,1,6, - , - , - , - , - ,2, - , - , - ,49,159, - ,43, - , - , - , - , - , - ,31, - ,12, - ,5, - , - ,2, - , - , - ,1, - ,33, - , - ,9,2,8, - , - ,91,1,24, - , - , - ,1,1, - ,74, - ,389
부천,6018,51,3624,436,57,1435,11,96,28,438,2970,1104,50,127,6,21,26,1017,93,15,272,6, - ,5,6, - ,21, - ,17,171,1,24,23,72,229,51,378,131,2,4, - , - ,10,307,6,42,49, - , - , - , - , - ,2,25, - , - ,3,28, - , - , - , - ,14,21,1,2859,4,1,1,993, - , - ,3,28, - ,1, - ,2,4,24,2,699,482,3276,30,201, - , - , - ,3,6,3,29, - , - , - ,10, - ,1,7,176,9, - ,4,2,8,173,130,1,29, - ,7,78, - , - , - , - ,76, - , - , - , - , - , - , - , - ,92, - ,7, - ,30,19,1,81, - ,2,13,3, - ,31, - ,3,26,404,150, - ,357, - , - ,1,2, - ,11,243,1,83, - ,27,8, - , - , - , - ,10, - , - ,200,4,13,8,4,39,44,1,178,6,3, - ,1, - , - , - , - ,248,18,1085
수원,5858,27,4137,487,84,1292,20,99,35,457,2480,1636,67,152,5,15,55,1355,91,25,432,6,33,32,18,5,31, - ,23,254,3,31,24,30,290,62,528,142,1,4,1, - ,11,383,3,79,60, - , - , - , - , - , - ,8, - ,6,2,134,8, - , - , - ,18,19,3,3879, - ,3, - ,785, - , - ,2,19, - , - ,3,5,7,41, - ,326,1198,6211,69,323, - , - , - ,1,8,3,54, - , - , - ,37, - , - ,8,197,9, - ,10,1,7,104,75,2,48,3, - ,93, - , - , - , - ,103, - , - ,1, - , - , - , - , - ,222,3,1, - ,27,31, - ,93, - ,21,4,1, - ,45, - ,2,57,687,362, - ,430, - ,2,2, - , - ,9,450,1,43, - ,74,2, - ,1,1, - ,14,1, - ,280,14,4,8,1,24,1,2,232,2,4,5, - , - , - , - , - ,241, - ,1170
성남,4713,49,3895,474,86,1143,18,90,20,356,1964,1605,73,126,4,18,25,926,73,18,380,3,9,4,14,3,33, - ,14,580,1,22,34,10,250,79,323,115, - ,3, - , - ,8,264,2,63,88, - , - , - , - , - , - ,26, - , - ,4,76,2, - , - , - ,26,35,6,2471,6, - , - ,687, - , - ,5,9, - , - ,2,5,4,100, - ,342,433,3479,37,418, - , - , - ,6,12,6,36, - , - ,1,1, - , - ,13,135,2,3,6,5,13,106,45,4,41, - ,2,40, - , - , - , - ,123, - , - , - , - , - , - , - , - ,102, - ,5, - ,43,16, - ,109, - ,9,11,3, - ,24, - ,2,34,277,226, - ,511, - ,2, - , - , - ,8,311,2,61, - ,34,3, - ,2, - ,1,5,2, - ,165,4,5,3, - ,24,1,3,275,6,2,1, - ,8, - , - , - ,237, - ,1017
전주,4060,41,1979,256,34,482,14,47,20,213,1473,470,39,50,2,7,23,505,13,7,192,3,14,4,8,2,23,1,13,170,2,16,29,39,142,25,80,53,1, - ,2, - ,2,57,3,53,32, - , - ,1,1, - , - , - , - ,8,5,22,7, - , - , - ,3,36, - ,3268,1,1, - ,499, - ,1,9,48, - ,3,1,1, - ,28, - ,1129,233,2739,23,91, - , - , - , - , - ,1,13, - , - , - ,4, - , - ,5,79,2,1,11, - ,2,61,38,9,39,1, - ,26, - , - , - , - ,50, - , - ,1, - , - , - , - , - ,164,2, - ,1,13,2, - ,16, - , - , - ,4, - ,4, - ,7,11,213,168, - ,225, - ,1,1,3, - , - ,222,4,21, - ,16,3, - , - , - , - ,5,2, - ,125,5,2,13,19,2, - ,1,399, - ,4,2, - , - , - , - , - ,114,17,1074
안양,2598,17,1595,208,43,651,11,38,13,224,1295,813,39,76,4,2,17,520,84,6,187,1,3,4,4,3,14, - ,16,92, - ,15,15,7,134,24,229,60,2, - ,2, - ,9,189,7,22,30, - , - , - , - , - , - ,7, - , - , - ,12,4,1, - , - ,11,18, - ,1292,3,1, - ,250, - , - ,1,6,7, - , - ,1,1,12, - ,170,507,1812,36,84, - , - , - , - ,6,3,17, - , - , - ,1, - , - ,3,88,3,3,1,1,2,109,48,1,31, - ,2,40, - , - , - , - ,33, - , - , - , - , - , - , - , - ,40, - ,2,1,14,4, - ,59, - ,1,9,1, - ,7,1, - ,8,134,145, - ,283, - ,1,3, - ,1,5,107, - ,45, - ,20,1, - , - , - , - ,15, - , - ,145,2,1,1,4,12, - ,2,130,4,1, - , - , - , - , - , - ,171,65,759
청주,4217,13,2042,163,35,902,28,65,20,283,1516,820,48,89,3,8,35,608,53,5,172,4,3,1,2, - ,19, - ,4,153,2,15,14,54,126,18,107,73,1,1,1, - ,4,208,3,36,28, - , - , - , - , - ,3, - , - ,3,6,88,1, - , - , - ,2,39,1,3001, - , - , - ,266, - ,1,2,43, - ,1,3,4, - ,43, - ,487,842,4375,33,155, - , - , - , - ,5,2,4, - ,1, - ,2, - ,1,7,147,11, - ,2, - ,1,67,120,7,28, - ,2,25, - , - , - , - ,86, - , - , - , - , - , - , - ,1,56, - ,1, - ,12,13, - ,29, - ,9,24,3, - ,3, - ,2,13,324,254, - ,182, - ,2,1, - , - ,7,212, - ,19, - ,9,2, - , - , - , - ,11,3, - ,133,6,1,11, - ,5, - , - ,195,1,3,4, - , - , - , - , - ,113, - ,925
마산,3181,34,2236,142,26,492,14,27,7,132,942,733,13,56,2,2,13,337,6,5,104,4,4,1,3,2,14, - ,2,98, - ,7,23,20,85,21,68,24, - ,4, - , - , - ,143,7,5,14, - , - , - , - , - , - ,5,2,3, - ,11, - , - , - ,5,2,6,3,1637,1, - , - ,241,2, - ,4,41, - ,1,2,4,4,14,2,177,476,4102,44,223, - , - , - , - , - , - ,76, - , - ,5,2, - , - ,3,80,3, - , - , - ,2,57,10,4,14, - , - ,5, - ,3,1, - ,40, - , - , - ,476,32,13,6, - ,48, - ,2,1,14,20, - ,11, - , - , - ,6,4,10, - , - ,12,272,387, - ,107, - ,2,1, - , - , - ,79, - ,16, - ,6,1, - , - , - , - ,4, - , - ,45,2, - ,4, - ,12, - , - ,92,1,2, - , - , - , - , - , - ,103, - ,506
창원,4316,42,1749,201,42,560,10,79,14,160,866,936,38,100,1,8,15,436,16,2,136,3,7, - ,7,2,18,1,4,103, - ,17,26,4,148,25,109,58,2, - ,1, - ,3,202, - ,83,24, - , - , - , - , - ,1,38,6,11,4,33,1, - , - ,1,8,19,4,1797,2, - , - ,407,1, - ,6,57, - ,3,10,11,1,21,3,289,714,5901,44,409, - , - , - , - , - ,1,44, - , - ,1,3, - , - ,3,100,6,1,2, - ,6,72,3,2,50,1, - ,11,1, - ,3, - ,15, - , - , - , - , - , - ,1, - ,119, - ,1, - ,12,25, - ,18, - ,2,2,9,1,11, - ,1,59,273,492, - ,226,2, - , - , - , - ,3,90, - ,19, - ,185, - , - , - , - , - ,5,17, - ,92,2,3,2,3,15,1, - ,159,2,1, - , - , - , - , - ,1,124, - ,812
